document	label
요금은 한 시간에 얼마정도 하나요?	1
네 잠시만 기다려주세요	0
염색하고, 매니큐어 하는거는 한 시간 반 정도 잡으면 됩니다	0
9시까지요	0
포인트로 결제할 수 있어요?	1
요 발 안쪽까지는 안 털이 달렸지요?	1
이거 사이즈가 없는 것 같은데 찾아주실 수 있나요?	1
여기 회원가입을 해야지만 이용할 수 있나요?	1
이거는 생강이죠?	1
송편은 사이즈에 따라 가격이 달라요. 각각 만칠천원, 이만원, 이만이천원이에요	0
블랙 화이트 네이비 3가지 색상입니다	0
지금 배달 가능한가요?	1
그럼 여자는 한 사이즈 작게 입어야 맞을까요?	1
피부과 약을 복용하는 중이라 같이 먹으면 안 되는 성분을 체크해 주실 수 있나요?	1
한 되 하면 백설기는 몇 개 나와요?	1
그냥 목에 뿌리기만 하면 되는거에요?	1
4명이 같이 묵을 수 있는 방 있나요?	1
중학교 2학년 여자 아이도 수업 들을 수 있을까요?	1
외동 배달되나요?	1
어떤 식감인가요?	1
바닐라 아이스크림입니다	0
딸기 알이 큰 거는 한 접시에 만 원이고, 알이 좀 작은 건 한 접시에 8000원이에요.	0
화장실은 어디 있나요?	1
평일은 1박에 6만 원이에요	0
명이 나물은 뭐예요?	1
디너 메뉴도 가능해요?	1
네, #이름# 고객님 이쪽으로 오세요	0
가지고 가시면 오백 원 할인돼요	0
네, 상품권도 가능해요	0
영양제 가격대는 어떻게 되나요?	1
여기 가방 앞에 뭐 달 거 없나 싶어가	1
새로 개설된 수능반 교실은 어디 있어요?	1
마포구는 없고 광흥창 쪽에 있네요	0
여기는 거의 술집이라서 간단한 국밥은 있어요	0
여기 향은요?	1
가죽 재질이에요	0
수학 선생님이 5월부터 오셔서 6월부터 수업 진행해요	0
곰탕 안에 고기 조금 들었어요	0
3센티입니다	0
제가 파마 전문입니다	0
청소년도 1000원이요	0
몇 건 없습니다	0
오늘 숙박하려는데 방이 있나요?	1
5평 내외이면 되고 가스를 사용할 수 있는 곳으로 알아봐 주세요	1
하는데 오래걸리나요?	1
네 갖다 드릴게요	0
발찌 종류는 어디 있나요?	1
네, 생강 에이드는 단 음료입니다	0
네, 네이비고 요 옷은 챠콜이에요	0
바비큐는 몇 시부터 되나요?	1
요 세트 옷은 얼마예요?	1
매일 사용해도 괜찮은 거예요?	1
네 평수가 작아도 좋습니다	1
밀크티 한 잔 얼마에요?	1
네 러닝화 제품이 가볍습니다	0
한 장에 50원입니다	0
서울의 대치학원하고 여기하고 같은 학원인가봐요?	1
원래는 멤버쉽이 아니면 할인을 해주지 않는다는 거죠?	1
네 알겠습니다	0
천 운동화 세탁은 4500원이고 가죽이 들어간 운동화 세탁은 5천 원입니다 	0
주로 어떤 게 잘 나가요?	1
곰탕은 없어요	0
네	0
일요일에도 해요?	1
네	0
토익만 다루는 어학원이 이 인근에 있나요?	1
간 보시고 넣으세요	0
바다전망으로 하고 싶은데요?	1
지금 바로 계약서 작성할 수 있죠?	1
염색 시술 비용 알려주시겠어요?	1
토요일에는 세 시까지 합니다	0
돼지갈비하고 생삼겹살이요	0
드시고 가시는 분들보다는 포장을 해가시는 분들이 많죠	0
네	0
로얄 밀크티는 홍차에 티백이 들어간 음료입니다	0
할인이 몇 퍼센트 된 거에요?	1
금액을 추가하시면 대실에서 1박으로 바꾸실 수 있어요	0
손님이 원하시는 걸로 그냥 시키세요	0
아까 시킨 메뉴 이름이 뭐예요?	1
네, 고추에요	0
남자는 커트하는데 얼마예요?	1
2층도 미용실인가요?	1
손님은 두 시간 걸릴 거예요	0
예 뿌리 염색만 하셔도 됩니다	0
필링 마사지 크림은 어디에 있어요?	1
근처에 마트는 좀 있나요?	1
30%짜리도 있고 50%짜리도 있어요	0
포켓볼은 10분에 1500원이에요	0
네 해드릴게요	0
네	0
지금 그 공간이 리모델링 중이라 임시로 7층에 오픈하게 되었어요	0
네	0
네 잠시만 기다려 주세요	0
90분 수업을 합니다 	0
향이 코코넛 향인데 호불호가 뚜렷해요	0
포도는 가격이 어떻게 하나요?	1
알겠습니다	0
지금 앞머리로 덮어져서 안보이는 데  헤어라인 부분에 시술 받을 만한 거 있나요?	1
네 학생가방으로 들어갈 것은 다 들어갑니다	0
네	0
립스틱은 이쪽에 있어요	0
알겠습니다	0
염색 좀 하려고요	1
매일 저녁 샤워 시 사용하시면 돼요	0
캠핑장 전기가 따로 들어오나요?	1
이게 마이너스 이도에서 십도 정도 돼요	0
심화수학반은 이번 시험을 통과한 학생들로 구성됐죠?	1
다 되셨습니다	0
이 옷 사이즈는 한 종류예요?	1
네, 안에 조끼도 같이 세트로 있어요	0
수선비 만 오천 원입니다	0
이 제품 오일프리 제품이라 기름기 없이 촉촉하게 피부 수분 채워주는 제품이에요	0
네 배달됩니다	0
평일은 18만원이에요?	1
네 이 가방 여기에 있네요	0
네 있습니다	0
저희 칠월달에 했습니다	0
애들이 놀 키즈시설 있나요?	1
세탁은 어떻게 하나요?	1
이거는 좀 얇은 거 같다 그죠?	1
갈비 저건 어떻게 먹어요?	1
그 상가에 지금 어떤 거 하고 있나요?	1
서울에서 물건이 들어와요	0
이 옷은 따뜻한가요?	1
됩니다	0
이 제품은 조금 얇네요?	1
헤나 염색하면 미리 예약해야 돼요?	1
네 맞습니다	0
허니 브레드입니다	0
염색은 어떻게 되나요?	1
현금 결제 말고 상품권으로도 결제 가능한가요?	1
네, 비교 가능한 옷을 가져오셔도 됩니다	0
아뇨 없어요	0
뿌링클로 할라카면 20명 정도 애들 4학년인데 몇 마리정도 하면 돼요? 	1
십이만 원에서 십오만 원 정도 합니다	0
네	0
15분당 천 원씩 추가됩니다	0
아뇨 커피 안 들어가요	0
여기 화장실은 어디 있나요?	1
당구대가 기울어진 것 같아서요	1
그럼 같이 움직이시죠	0
네	0
가격은 둘 다 비슷한가요?	1
이거는 다 가죽이에요?	1
저희는 고기를 100g 단위로 판매해요	0
딸기는요?	1
다른 분들 하시는 거 보니까 오십만원 정도 하는 거 같던데요	0
이미 할인된 제품은 포인트 적립이 어려워요	0
먹는 약은 있는데, 연세가 많으시니까 많이 편찮다고 하시면 병원을 방문하시는 게 좋습니다	0
어떤게 잘 나가요?	1
계좌로 보내드려도 되죠?	1
포장해드리겠습니다	0
커트만 하면 얼마에요?	1
김치찌개는 공깃밥 포함이고 제육볶음은 따로 시키셔야 합니다	0
네 가능합니다	0
17평 가면 사천오백만 원에서 오천만 원정도하고, 수리가 다 되어있는 건 칠천만 원에서 칠천오백만 원있어요	0
저녁 9시에 마지막 주문받아요	0
떡 한 되 하는 값 이만육천 원에서 쌀값 오천 원 빼니까 이만천 원이에요	0
회원가입을 해야만 이용이 가능한가요?	1
네 당구대 근처에서는 조심해주세요	0
15만 원인데 회원 가입하시면 할인가로 12만 원에 해드리겠습니다	0
고기는 오늘 들어와서 신선해요	0
한우 있나요?	1
네, 흰 팥고물이에요	0
서울 중 구입니다	0
네 알겠습니다	0
네, 아침 식사는 호텔에서 가능하세요	0
상가 매물에 관리비는 다 정산이 됐나요?	1
세트 어떤 게 괜찮아요?	1
매직은 얼마인가요?	1
네 그때 오세요	0
네 비상구 마련 다 되어 있습니다	0
개수가 많으면 할인도 해주시나요?	1
헤나는 아니에요. 우리는 그런 거 안 해요. 그거는 전부 여자들 하는 거죠	0
감기약을 샀는데 집에 있어서 그런데 환불 되나요?	1
문 여는 시간이?	1
이 제품 사용해볼 수 있나요?	1
이 상가 매물 보증금이랑 임대료 다 조금씩 깎아주실 수 있습니까?	1
아니에요, 촉만 18K에요	0
그 옷은 구만 구천원이에요	0
네 포라는 건데 끈적끈적한 액체를 뭉쳐놓은 거예요	0
a방은 고층 도시 풍경이고 b방은 해변이 보여요	0
삼성페이는 가능합니다	0
네, 일층이에요	0
뒤에 살짝 들어간 키높이 구두에요	0
다른 스타일도 있나요?	1
주택으로 나온 거는 몇 평이나 되나요?	1
네 보여드릴게요	0
셀프 코너에 김치도 있어요?	1
체크아웃 시간은 오전 11시에요	0
상품권 되는 거 있어요?	1
강아지 데려와도 되나요?	1
단품은 3400원이요 단품은 인크레더블 버거나 화이트 갈릭 버거가 제일 맛있어요	0
저희 할인은 따로 없어요 100개 들어오든 200개 들어오든 똑같아요	0
아니요 에이젯 버거에는 호주산이 들어가는 거예요 한우는 버거가 따로 있어요	0
아니요 두 달에 십만원, 이십만원이요	0
딸기도 사시면 조금 깍아드릴게요.	0
저쪽으로 가시면 있습니다	0
네 많이 계세요	0
앞에 세탁물이 많이 밀려있는 거 같은데 얼마나 기다려야 해요?	1
사이즈가 많이 안 나와요 나온다 하더라도 66 77 이렇게 나와요	0
카카오페이로 결제 가능한가요?	1
오만 원 이상만 할부가 가능하세요	0
썬블록은 지금 만 이천 원이에요	0
여기 부근에 집값 한 얼마 하나 싶어가지고요	1
내일도 영업해요?	1
네 체인으로 전국에 있습니다	0
태권도장이 정확히 어디에 있어요?	1
여기 추천 음식은 무엇인가요?	1
근데 이게 오리털인데 이거는 물빨래 하죠?	1
그러세요	0
원하시면 예약도 해드리고 있어요	0
이번 추석에는 언제 쉬세요?	1
저녁에 애 데리고 한 번 나와볼게요	1
대학생들 틴트 많이 하시는데요	0
여자애들은 일곱시에 제일 많아요	0
기본 투 샷인가요?	1
이 후드티 사이즈 90이 있나요?	1
따로 할인 이벤트 하고 있는 건 없나요?	1
스와로브스키 팔찌 좀 볼 수 있을까요?	1
선생님은 올해 몇 살이시죠?	1
크로아상 같은 빵은 여기서 만듭니까?	1
카드는 안돼요	0
청포도에  떫은 맛은 없나요?	1
이번에 들어온 신상품인데 이 가방이 저희 가게에서 인기가 좋아요	0
네 현재 로열 컴블릿은 이쪽에 진열되어 있습니다	0
1시간에 얼마인가요?	1
네 5시까지 포장은 다 해드릴 수 있습니다	0
네 매물 있는 거 보여드릴게요	0
슈크림은 4개 남았는데 더 없나요?	1
네 상관없어요	0
통신사 카드가 있으면 할인받을 수 있습니다	0
이거 써볼 수 있는 거는 없어요?	1
수학하고 영어하면 수업료는 어느 정도 나오나요?	1
마시고 갈 건데 못마시면 포장돼죠?	1
색상은 한 가지인가요?	1
그 딸기는 만 원에 팔다가 육천 원으로 낮췄어요	0
1100평 정도 팔건데, 다른 데서 물어보니까 250000원 정도에 팔렸다던데 맞아요?	1
어떤 행사요?	1
네 다 영어 전공하신 분들이에요	0
네 올려주세요	0
하루숙박비가 얼마정도 하나요?	1
포인트 적립할 수 있는 카드가 뭔가요?	1
등산복 바지 두꺼운 거도 줄여주나요?	1
저희 케이크가 있어서요.	0
15년 되었어요	0
이 동네에서는 십 년되었습니다	0
네, 동향인 백삼동, 백사동 같으면 십육층이 사억 원이나 삼억 구천만 원 정도에요	0
국하고 생선하고 반찬하고 다 나옵니다	0
여기 몇 시까지 영업하나요?	1
죄송하지만 낱개로는 팔지 않아요.	0
허리 정도 오시니까 한 2시간은 걸릴 것 같아요	0
지금은 점심시간 때라 40분 정도는 기다리셔야 돼요	0
네  중량도 210그람이라서 1인분으로는 양도 적지 않고 인기가 좋습니다	0
청소년은 저녁 10시까지 이용 가능합니다	0
이틀 숙박하려고 하는데요	1
주차장은 없어요?	1
두 잔 주문하시는 걸 추천드릴게요	0
제가 URL 하나 보내 드릴 테니 네이버로 쉽게 예약할 수 있을 거예요	0
따로 예약은 안 해도 되죠?	1
저희 과자, 과일은 무료로 드시면 되고, dvd 많고 웬만한 조미료도 다 있어요	0
네, 감겨드립니다. 	0
매장에서 드실 거면 머그컵에 드리도록 되어있습니다	0
전세로 하면 어느 정도 나올까요?	1
수영장은 있나요?	1
화장실 비밀번호가 뭐에요?	1
예 와이파이는 설치되어 있습니다	0
네 약효도 그냥 영양제보다 더 확실해요	0
이거는 얼마나 해요?	1
초6학년 수업시간은 하루 몇시간인가요?	1
여기 포켓볼 당구대 있나요?	1
네 가능합니다	0
저건 딱딱하고요 이게 더 나아요	0
네	0
이건 캐시미어 백프로에요?	1
제육볶음 방금한 거 여기 있죠	0
그럼 파란색 스웨터 스몰 사이즈로 입어봐도 될까요?	1
사과같은건 얼마나 오랫동안 두고 먹어요?	1
삼겹살 3인분도 드릴게요	0
컵은 큰 사이즈로 나가요	0
이 근처에 투룸은 많이 나와있지 않아요	0
돈코츠 라멘이랑 얼큰라멘 텐코쿠 라멘이 잘 나가요	0
몇 시부터 몇 시까지 하세요?	1
중개 수수료는 얼마나 될까요?	1
혹시 예약은 가능 한가요?	1
육만 구천 원은 평일 가격이고 주말이나 어린이날은 더 비싸요. 두 명 기준이에요	0
시리얼이랑 샐러드 들어간 거예요	0
혹시 최대 몇 벌까지 입어볼 수 있나요?	1
텐트 한 동 치는데 얼마에요?	1
네 배달은 안 되고요	0
네 1500원 결제 도와드릴게요	0
사만 오천 원이요	0
소고기입니다	0
2시간에 2만 원이에요	0
네, 302호로 안내해 드리겠습니다	0
내일 2시에 예약하려고 하는데 될까요?	1
네	0
네 가능합니다	0
네 그럼 푸짐해서 몇 끼 반찬으로 좋아요	0
3시간에 얼마인가요?	1
노트북 쓰려고 하는데 콘센트 있는 자리가 어디예요?	1
네 죄색 이쁘잖아요	0
참존은 8만2천 원이고 요거는 프리미엄이라 9만9천 원이에요	0
레드향 큰 거 3개는 4000원이에요.	0
좀 저렴한 향수는 이쪽에 있어요?	1
수업료 따로 도복비 따로인가요?	1
삼성페이랑 카카오페이도 결제 할 수 있어요	0
요리는 깐풍육하고 깐풍새우 칠리새우 이거 밖에 없습니다	0
할인되는 제품인가요?	1
네	0
여기 커피가 좀 맛이 강한가요?	1
환불은 돼요?	1
102호로 가시면 돼요	0
이 슬리퍼는 얼마에요?	1
얼마나 걸릴까요?	1
한우로 갈비살 한 팩은 가격이 얼마에요?	1
3천 원 해요	0
삼구하고 사구하고 포켓볼 등 여러가지 있어요	0
안 나옵니다	0
시간당 얼마인가요?	1
이 제품 샘플도 있나요?	1
만두 직접 만드시나봐요?	1
저희 마감 시간 다 돼서 테이크아웃컵에 제공해드릴게요	0
브라운 컬러 펜슬 있어요	0
이 가방 소가죽인가요?	1
면인데 구김이 잘 가네?	1
집 전망이 괜찮습니까?	1
한 판에 2개까지 가능하고, 원래 가격에서 2천 원 추가됩니다	0
저희는 배달은 안 합니다	0
이 세트로 30000원에 할인 해주세요	1
아메리카노 따뜻한 거 있죠?	1
키플링처럼 나온 제품이에요	0
설까지 세일해요	0
뒷정리는 해주시나요?	1
여기 있습니다	0
이 빵은 고구마, 이건 당근이고 이건 팥이에요	0
한 되에 몇 개 정도 나와요?	1
네, 에이드는 생과일로 제조합니다	0
네 있습니다	0
일반은 1300원이고 포켓볼은 1500원이에요	0
주로 뒷다리 부드러운 쪽으로 주지요	0
부츠도 하고	1
카카오페이를 안 해 놔서 계좌이체 해 주셔도 됩니다	0
예 이거 십육만 원 하네요	0
생긴지 얼마나 됐어요?	1
제일 좋은 거는 만원짜리도 있어요	0
괜찮습니다	0
저희가 전 객실이 오션 뷰가 아니지만 아까 말씀드린 디럭스 트윈 같은 경우에는 바닷가 쪽에 있기에 뷰는 괜찮아요	0
그럼 옷 세탁이 가능하다는 거죠?	1
매주 수요일은 10퍼센트 할인이에요?	1
이거는 가격대가 어느정도 돼요?	1
예 금액 18만 원인데, 저희 선불권이 있어서 하시면 혜택이 더 많습니다	0
밝을수록 화학제품이 많이 들어가서 따가운 거기 때문에 그건 그럼 거의 안 따갑다고 보면 돼요	0
거기 여관 이름이 뭐예요?	1
네 드릴게요	0
에이제이 렌터카라고 저희와 제휴가 되어 있어요. 번호를 알려주시면 그쪽으로 연락을 해드리는 방식이에요	0
떡을 얼마정도 주문해야 돼요?	1
47평대가 안쪽에 다 있습니다	0
차돌박이 수입은 가격도 더 싸죠?	1
현대카드로 결제하면 할인된다고 붙어있던데 맞죠?	1
이거는 얼마인데요?	1
스몰 사이즈도 있어요?	1
수준별로?	1
이 옷은 현금가가 어떻게 되나요?	1
드릴게요	0
오늘은 4군데 가능하겠네요	0
이런 거는 팬디 천을 그냥 갖고 오는 거다 그죠?	1
아니에요, 나이 드신 분들도 신으세요	0
이게 전부 천연역색 제품인가요?	1
몇 시에 문 닫나요?	1
가스보일러 인가요?	1
그 가방은 오천 원이에요	0
라임은 있어요.	0
풀빌라 방은 얼마에요?	1
이런 증상이 나타나는 거는 노화가 되서 그런거죠?	1
가깝죠 걸어서 오분정도에요	0
여기에 시나몬 가루 뿌릴 수 있나요?	1
백설기는 한 되에 여덟 장 나와요	0
네 홈플러스 적립은 가능하시고 할인은 없어요	0
유아는 요금이 따로 추가되지 않아요	0
그러면 14만원에 한 달 1인실이죠?	1
전세는 한 얼마 정도 해요?	1
네, 365일 영업합니다.	0
영업 종료시간을 알려주세요	1
그럼 이 제품이 제일 좋을 거예요	0
네 가능합니다	0
여성 청바지 종류 좀 보여주세요	1
네, 세면도구는 다 있어요	0
네, 트윈룸으로 배정해드렸어요	0
독채가 하나 있어요	0
우유 식빵은 오전 10시에 나와요	0
은 귀걸이 보러 왔어요	1
혼자 사용할 수 있는 객실이 있나요?	1
상품권 돼요?	1
여기서 주문해도 되나요?	1
죄송합니다 사이즈가 떨어졌어요	0
위치가 어디입니까?	1
우유는 메뉴에 전부 들어갑니다	0
네 만두에요	0
저기 걸려있는 거 저런 거 가지고 해요?	1
아홉시부터 열시까지합니다	0
도장은 서류 겹쳐서 나오게 찍어야 되는 게 맞지 않나요?	1
굽이 안에 다 들었습니까?	1
네 피아노 전공이요	0
사과 큰 바구니는 2만 원이에요.	0
보증금 안했다가 한달 살다가 나가고 이래뿌면?	1
빨간색 옷은 얼마예요?	1
재밌게 치세요	0
수영장 여름에만 하고 지금은 안 해요	0
오후 3시부터 가능해요	0
토지 매입을 하려고 하는데요	1
한 달만 이용하고 있는데 연장이 가능한가요?	1
네 생멸치에요	0
6개월 정도 됐습니다	0
양복이 커서 소매랑 어깨 줄이려고하는데 얼마정도 드나요?	1
아 이게 일자라인이죠?	1
본 머리로 돌아오진 않아요	0
오락실 요금은 지불해야 하는 건가요?	1
이거는 재질이 천이에요?	1
편한 판에서 하시면 됩니다	0
예 늦어도 6시 반까지는 오셔야 합니다	0
굽 낮은 거 칠십 대가 신어도 되겠죠?	1
픽업은 해주시나요?	1
30분 정도 소요됩니다	0
그 티, 색상은 하나 남았어요	0
기본 등심 돈가스 하나 주세요 얼마 걸려요?	1
배달도 하시네예?	1
싱싱한가요?	1
회비는 먼저 주시고 다음달부터 그 날짜에 계속 주시면 돼요	0
입어봐도 되나요?	1
네 수학 전공했어요	0
네 확인 도와드리겠습니다	0
친구들 괴롭히고 놀리는 애들은 없어요?	1
아파트 내에 엘리베이터 다 설치되어 있나요?	1
이거는 무슨 용도예요?	1
4만 5천 원이요	0
수업비는 얼마지예?	1
조금 dc 해드려요	0
진그레이다 이거는 그죠?	1
구비되어 있어 흡연실에서만 흡연이 가능하세요	0
회색 제품 라지 사이즈로 입어 봐도 될까요?	1
원룸을 알아보러 왔습니다	1
시간당 하시면 다 하시고 계산하시면 돼요	0
신용카드의 사용은 가능한가요?	1
여기 몇 시부터 몇 시까지 열어요	1
검은색 저런 거는 얼마씩이에요?	1
진미채랑 오이무침이 아주 맛있어요	0
그럼 240으로 주세요	1
이 립스틱이 좋아요	0
저희 피씨방은 24시간 영업합니다	0
돈가스는 세 종류네요	1
가능합니다	0
방안 냉장고 음료는 무료입니까?	1
네, 시켜드셔도 돼요	0
네, 서울에 본사가 있어요	0
변경 시 추가 비용은 발생하지 않나요	1
한 판은 가격이 얼마에요?	1
PC방 영업시간이 24시간인가요?	1
목살은 왜 없죠?	1
그렇게 맵지는 않아요	0
전화 미리하고 올게요	1
메뉴판은 어디에 있어요?	1
네, 빵에 밀가루는 안 들어가요	0
일단은 교환 환불은 되는데 쓰시면 안 됩니다	0
상담 좀 받으려고 왔는데요	1
4천 원입니다	0
금 매입도 하세요?	1
비어있는게 하나면 사람은 다 산단 소리네요?	1
그렇게 해서 육천 원?	1
두루치기 고기랑 닭 다리살, 합쳐서 3만 원이에요	0
네 거의 배달이에요	0
삼겹살 한 근 준비해 드릴게요	0
예약했는데 이른 체크인 가능한가요?	1
네. 쌀은 하루 전에 가져오셔야 해요	0
혹시 보증금을 더 올리는 것도 가능한가요?	1
네 바로 안내해 드리겠습니다	0
두 개 사면 사은품이 무엇인가요?	1
네 금방 드릴게요	0
이 회색 스니커즈 봄 신상이에요?	1
기능성 제품은 어느 쪽이에요?	1
네 이게 한 돈짜리 메달인데 장식용으로 해드릴 수 있어요	0
부대비용 다 합치면 얼마 정도 되예?	1
서류만 있으시면 지금 바로 가능합니다	0
귤 한 바구니에 5000원이에요.	0
집에서 바로 상자에 넣어놔도 되나요?	1
그런 거는 없고 일반 기모 바지는 있어요	0
네, 세면도구 세트는 천 원에 구입하셔야 해요	0
네	0
물렁물렁한 거 가져가시면 6천 원, 썰어서 가시면 7천 원이에요.	0
네, 테이크 아웃 잔에 담아 드릴게요	0
네 시켜 먹어도 상관없어요	0
시간은 어떻게 되요?	1
주 몇 회 정도 해야 하나요?	1
12년 됐어요	0
올림머리는 안하고 있어요	0
소고기는 꽃등심을 추천해요	0
세면도구, 샴푸나 린스?	1
네 연락드리겠습니다	0
이 청바지는 얼마예요?	1
나가면 또 들어오나요?	1
건축물 지을 수 있도록 허가 다 받아놓은 곳입니다	0
내일 체크아웃은 몇 시까지 해야 하나요?	1
무민과 콜라보 한 디자인이 이게 맞나요?	1
내부 인테리어는 어떤가요?	1
장국은 기본으로 나가구요 자리 앉으셔서 원하는 초밥 내려서 드시면 돼요	0
오버워치 깔려 있나요?	1
곰국은 직접 사러 와야겠네요	1
이 가방도 백팩이에요?	1
화장실 어디 있어요?	1
밖에 있는 거 오늘 나온 떡이에요?	1
관장님은 몇 단?	1
네, 적립하게 번호 알려주세요	0
네	0
오만 원 더 결제하시면 돼요	0
둘 다 이천 원이에요	0
목살이 좋겠죠?	1
평일에는 10시까지 영업해요	0
적립카드는 없죠? 할인되는 카드	1
통사태는 칠만원인데 육만 오천원에 드릴게요	0
오염 비용은 얼마인데요?	1
저는 잘 몰라요	0
네	0
자몽에이드 한 잔 얼마에요?	1
3팀 이동하는데 준비물 뭐 챙겨 가면 되나요?	1
네 ,먹물 치즈빵은 오전 분 다 소진되었어요	0
네, 전화 주세요	0
양념하고 간장은 5세트하면 23000원 마늘치킨은 따로 19000원이에요	0
물이 잘 빠지지는 않습니다	0
네, 푸드존 준비되어 있어요	0
근처에 맛집 추천 적혀 있던데?	1
거긴 남학생이 많나요 여학생이 많나요?	1
혹시 자리에서 음식 주문 가능한가요?	1
회색은 없고 브라운은 있습니다	0
네 여기 앉으세요	0
사각 쿠키, 한 박스에 몇 개가 들었죠?	1
찰토마토는 박스로만 팔아요.	0
이런 조끼 말고 모직 조끼는 없죠?	1
레몬은 없어요?	1
영수증 가지고 일주일 안에 오시면 가능합니다	0
한우국도 포장됩니까?	1
30분 정도 소요된다고 생각하시면 됩니다	0
4300원 결제 도와드리겠습니다	0
1박에 4만 원이에요	0
7900원이요	0
3000원 결제 도와드리겠습니다	0
네 가능합니다	0
이 서류 가방은 가격이 얼마인가요?	1
주말 영업시간 좀 알려주시겠습니까?	1
네 이쪽에 있습니다	0
물론이죠	0
네 셀프에요	0
집에서 할 수 있어요?	1
이 신발들 볼이 좁게 나와서 한 사이즈 크게 신어야 해요	0
이거 가죽인가요?	1
반지 중에 세일하는 거 있어요?	1
네 됩니다	0
원장 선생님 평일에 몇 시부터 나오시나요?	1
사장님 이 떡은 흰 시루떡이네, 그죠?	1
그럼 프린트는 1장당 얼마인가요?	1
제가 한 번 신어봐도 돼요?	1
제육볶음 한 봉지가 3명 정도 먹을 수 있나요?	1
보통은 한 여덟 시 정도 닫아요	0
카드 해도 돼요?	1
네 포인트 적립해드릴게요	0
전단지나 연락처 하나 주실래요?	1
오전 10시부터 밤 12시까지합니다	0
이 정도도 다 괜찮아요	0
짬뽕이 여기가 유명한가봐요?	1
이건 다른 데 가져가셔야합니다 우리 기계하고 안맞아요	0
메뉴판에 있는 모든 음식들을 포장할 수 있나요?	1
수주로 뒤 쪽에 나와있는 게 있습니다	0
그 가방은 삼만 팔천 원이고 현금결제하시면 삼만 이천 원까지 할인해드려요	0
광고 많이 하던 운동화가 이건 가요?	1
공휴일에도 아홉 시부터 열 시까지 문 여나요?	1
4인 1박 2일이면 10만원 정도 생각하시면 돼요	0
아뇨 개개인이 시간에 맞춰와서 공부를 하는 거에요	0
네 번호 눌러주세요	0
블라우스 종류는 이게 다예요?	1
예	0
아니요 가격이 내린 것은 아닙니다	0
보통 맡기면 이불같은거는 몇일 걸립니까	1
중개 수수료 할인 될까요?	1
생연어샐러드 새우 샐러드 잘 나가요	0
네 맞아요	0
11시까지입니다	0
네, 매일 곰국 나와요	0
혹시 비상구는 어느 쪽에 있어요?	1
모발 상태에 따라 달라요	0
매운 짬뽕이 따로 있어요	0
여기 근처 주택 보려 하는데요	1
아파트 옆에 상가 지금 공실인가요?	1
네 칠천오백 원이요	0
청국장은 직접 만드시나요?	1
백팩을 찾고 있는데요	1
삼겹살 한 근에 얼마인가요?	1
예, 온돌방도 있어요	0
일요일 영업시간은 똑같죠?	1
물약도 있고 알약도 있는데 같이 드시면 더 좋아요	0
상가가 커피숍 하던 자린가요?	1
비품 같은 것도 요청하면 다 주나요?	1
체크아웃할 때 하시면 돼요	0
네 디카페인 라테 아메리카노 주문 가능합니다	0
바지 세탁은 이천 원이요	0
네 이거 한 개 밖에 없어요	0
헤어클리닉 안 해요	0
무말랭이는 여기 있어요	0
여긴 몇 시까지 해요?	1
그러면 20% 할인하면 얼마예요?	1
네 알겠습니다	0
이층에 커피숍은 있어요	0
공방에서 나오는 거예요	0
인당 1만 원 추가돼요	0
주문하면 몇 분 정도 소요돼요?	1
네 빨대 하나 드릴게요	0
대략 육십가지 정도 됩니다	0
네 가입시켜드리겠습니다	0
이거 처음에 나왔을 때 십이만 원 받은 건데 팔만 원이요	0
미용실 이용하면 주차요금 무료 맞아요?	1
여기 다 국산이에요?	1
봉 고데기 40mm 짜리도 있어요?	1
수강료는 얼마쯤 해요?	1
하나에 만 원이에요	0
여기 모텔 대실 얼마에요?	1
혹시 캐주얼한 옷에도 어울릴 가방 있나요?	1
동파육이랑 멘보샤를 주문하려면 미리 연락해야 한다고 들었어요	1
진도 모피 진짜 모피예요	0
세탁 비닐 씌워진 채로 행거에 걸어놔도 괜찮아요?	1
생과일 바나나넣고 우유넣고 만드는거에요	0
휴일에도 문 여나요?	1
홍차 파우더 들어간 음료에 바닐라 시럽 넣어서 달콤하게 드실 수 있는 티 라테에요	0
네 없습니다	0
얼마쯤 해요? 머리가 너무 상해가지고	1
개인 신발장 번호가 따로 있나요?	1
이 제품이 이월 상품으로 50퍼센트 할인 중이에요	0
네	0
톨 그란데 벤티 사이즈 있습니다	0
저희 열시부터 열시 반이요	0
네 그럼 성함과 전화번호 주소를 적어주세요	0
어떻게 판매해요?	1
바비큐장은 캠핑장 근처인가요?	1
성인반은 있나요?	1
사과 상태 좋네요, 어디 꺼에요?	1
염색이 3만 5천 원이에요?	1
오늘 소 들어오는 날인가요?	1
이건 사이즈가 없나요?	1
수수 경단이에요.	0
네, 수건과 샤워용품은 객실에 비치되어 있어요	0
저희 만 원 받아요	0
네 원하시는 거 여기 주소로 시키셔요	0
앞 타임에 6시 20분도 있는데 보통 8시 수업때 중고등부 다 오거든요	0
허위 매물일 경우 어떻게 돼요?	1
이 옷은 얼마쯤 해요?	1
네 드릴게요	0
친구가 두피 케어 해서 시원하다고 추천하던데 두피 케어는 얼마면 하나요?	1
이게 그러면 끈 요게 조금 도금이다 그죠?	1
네	0
제가 처음 와봐서 빵을 골라야해요?	1
네 잠시만 기다려 주세요	0
영업하신지가 얼마쯤 되셨어요?	1
아메리카노 가격은 얼마예요?	1
